G3SBD3,H2Q407,1
G3SBD3,W5N1T9,1
G3SBD3,Q8BPM2,1
G3SBD3,W5NFJ2,1
G3SBD3,H2Q8A0,1
G3SBD3,Q8IVH8,1
G3SBD3,Q12851,1
G3SBD3,Q924I2,1
G3SBD3,Q9Y4K4,1
G3SBD3,H9ETH7,1
G3SBD3,Q99JP0,1
G3SBD3,W5N230,0.3957
G3SBD3,O94804,0.3553
G3SBD3,Q55GC2,0.3444
G3SBD3,K7C2M9,0.3354
G3SBD3,O55098,0.322
G3SBD3,W5MXV1,0.3077
G3SBD3,Q7SY52,0.2969
G3SBD3,Q0KHQ5,0.2775
G3SBD3,Q4QEZ0,0.2692
G3SBD3,H2L099,0.256
G3SBD3,Q0IHQ8,0.254
G3SBD3,Q9VEN3,0.249
G3SBD3,O75011,0.2442
G3SBD3,P38692,0.2398
G3SBD3,Q9LDN6,0.2222
G3SBD3,Q7EZ29,0.2133
G3SBD3,Q55FS2,0.2124
G3SBD3,Q4WGA3,0.2058
G3SBD3,T1G7E4,0.2038
G3SBD3,Q5KD75,0.2013
G3SBD3,Q61161,0.1994
G3SBD3,P70218,0.1873
G3SBD3,Q92918,0.1873
G3SBD3,Q23356,0.1868
G3SBD3,W5NAK4,0.1724
G3SBD3,H2L9D7,0.1688
G3SBD3,Q1RLZ2,0.1637
G3SBD3,T1ELQ9,0.1588
G3SBD3,Q23290,0.1582
G3SBD3,Q84WU5,0.139
Q12851,W5N1T9,1
Q12851,Q8BPM2,1
Q12851,W5NFJ2,1
Q12851,Q8IVH8,1
Q12851,Q924I2,1
Q12851,Q9Y4K4,1
Q12851,Q99JP0,1
Q12851,W5N230,0.3957
Q12851,Q55GC2,0.3444
Q12851,W5MXV1,0.3077
Q12851,Q86IX1,0.2986
Q12851,Q7SY52,0.2969
Q12851,Q4QEZ0,0.2692
Q12851,Q9VEN3,0.249
Q12851,V5IQF9,0.2377
Q12851,V5INC1,0.223
Q12851,Q9LDN6,0.2222
Q12851,Q7EZ29,0.2133
Q12851,Q55FS2,0.2124
Q12851,Q4WGA3,0.2058
Q12851,T1G7E4,0.2038
Q12851,Q5KD75,0.2013
Q12851,Q61161,0.1994
Q12851,Q92918,0.1873
Q12851,Q23356,0.1868
Q12851,Q8T0S6,0.1855
Q12851,W5NAK4,0.1724
Q12851,Q1RLZ2,0.1637
Q12851,T1ELQ9,0.1588
Q12851,Q23290,0.1582
Q12851,Q84WU5,0.139
Q12851,Q67WX3,0.1218
Q9Y4K4,W5N1T9,1
Q9Y4K4,W5NFJ2,1
Q9Y4K4,W5N230,0.3957
Q9Y4K4,W5MXV1,0.3077
Q9Y4K4,V5IQF9,0.2377
Q9Y4K4,V5INC1,0.223
Q9Y4K4,T1G7E4,0.2038
Q9Y4K4,W5NAK4,0.1724
Q9Y4K4,T1ELQ9,0.1588
Q9Y4K4,T1F248,0.035
H3GQ34,W5NF29,0.5519
H3GQ34,W5MXV1,0.5068
H3GQ34,Q55FS2,0.5027
H3GQ34,Q23356,0.4375
H3GQ34,Q55GC2,0.4233
H3GQ34,W5N230,0.3883
H3GQ34,O54988,0.3688
H3GQ34,O08815,0.3657
H3GQ34,P38692,0.3611
H3GQ34,T1ELQ9,0.3471
H3GQ34,Q0KHQ5,0.3373
H3GQ34,K7C2M9,0.3245
H3GQ34,O55098,0.3218
H3GQ34,O94804,0.3121
H3GQ34,Q9H2G2,0.3103
H3GQ34,Q0IHQ8,0.2985
H3GQ34,Q7SY52,0.2955
H3GQ34,T1G7E4,0.2932
H3GQ34,Q1RLZ2,0.2736
H3GQ34,W5NAK4,0.2718
H3GQ34,P46549,0.2317
H3GQ34,T1F248,0.2062
H3GQ34,W5N1T9,0.1667
H3GQ34,Q99JP0,0.1667
H3GQ34,Q8BPM2,0.1667
H3GQ34,W5NFJ2,0.1667
H3GQ34,Q8IVH8,0.1667
H3GQ34,Q924I2,0.1667
H3GQ34,Q9Y4K4,0.1667
H3GQ34,Q6NU21,0.1028
H3GQ34,Q6GPK9,0.1028
H3GQ34,W5M694,0.1028
H3GQ34,H9ENH7,0.1028
H3GQ34,O88664,0.1028
H3GQ34,Q7L7X3,0.1028
H3GQ34,Q5F2E8,0.1028
H3GQ34,Q7ZYJ0,0.1028
H3GQ34,X1WGA8,0.0957
V5INC1,V5IQF9,0.6636
V5IQF9,W5NAK4,0.5059
V5IQF9,W5MXV1,0.3645
V5IQF9,W5N230,0.3379
V5IQF9,W5N1T9,0.2377
V5IQF9,W5NFJ2,0.2377
V5IQF9,W5M694,0.1739
V5IQF9,W5MHK7,0.1739
V5IQF9,X1WGA8,0.1709
A0A8I3MKW2,D3ZHL6,1
A0A8I3MKW2,G3SBD3,1
A0A8I3MKW2,H2Q407,1
A0A8I3MKW2,W5N1T9,1
A0A8I3MKW2,A0A8J0TLP7,1
A0A8I3MKW2,A0A8M9Q6N4,1
A0A8I3MKW2,Q8BPM2,1
A0A8I3MKW2,W5NFJ2,1
A0A8I3MKW2,H2Q8A0,1
A0A8I3MKW2,Q8IVH8,1
A0A8I3MKW2,Q12851,1
A0A8I3MKW2,Q924I2,1
A0A8I3MKW2,Q9Y4K4,1
A0A8I3MKW2,A0A8J1LNC0,1
A0A8I3MKW2,A0A8V0YTR2,1
A0A8I3MKW2,H9ETH7,1
A0A8I3MKW2,A0A8M9Q9K2,1
A0A8I3MKW2,A0A8I3Q602,1
A0A8I3MKW2,E1BJH5,1
A0A8I3MKW2,A0A8I3PP22,1
A0A8I3MKW2,G3QKE8,1
A0A8I3MKW2,E1B902,1
A0A8I3MKW2,B4F6N7,1
A0A8I3MKW2,A0A8V0ZA45,1
A0A8I3MKW2,A0A8J1KVP9,1
A0A8I3MKW2,Q99JP0,1
A0A8I3MKW2,W5N230,0.3957
