G3SBD3,H2Q407,1.000000
G3SBD3,W5N1T9,1.000000
G3SBD3,Q8BPM2,1.000000
G3SBD3,W5NFJ2,1.000000
G3SBD3,H2Q8A0,1.000000
G3SBD3,Q8IVH8,1.000000
G3SBD3,Q12851,1.000000
G3SBD3,Q924I2,1.000000
G3SBD3,Q9Y4K4,1.000000
G3SBD3,H9ETH7,1.000000
G3SBD3,Q99JP0,1.000000
G3SBD3,W5N230,0.395700
G3SBD3,O94804,0.355300
G3SBD3,Q55GC2,0.344400
G3SBD3,K7C2M9,0.335400
G3SBD3,O55098,0.322000
G3SBD3,W5MXV1,0.307700
G3SBD3,Q7SY52,0.296900
G3SBD3,Q0KHQ5,0.277500
G3SBD3,Q4QEZ0,0.269200
G3SBD3,H2L099,0.256000
G3SBD3,Q0IHQ8,0.254000
G3SBD3,Q9VEN3,0.249000
G3SBD3,O75011,0.244200
G3SBD3,P38692,0.239800
G3SBD3,Q9LDN6,0.222200
G3SBD3,Q7EZ29,0.213300
G3SBD3,Q55FS2,0.212400
G3SBD3,Q4WGA3,0.205800
G3SBD3,T1G7E4,0.203800
G3SBD3,Q5KD75,0.201300
G3SBD3,Q61161,0.199400
G3SBD3,P70218,0.187300
G3SBD3,Q92918,0.187300
G3SBD3,Q23356,0.186800
G3SBD3,W5NAK4,0.172400
G3SBD3,H2L9D7,0.168800
G3SBD3,Q1RLZ2,0.163700
G3SBD3,T1ELQ9,0.158800
G3SBD3,Q23290,0.158200
G3SBD3,Q84WU5,0.139000
A9UP63,H3GD90,0.903000
A9UP63,H3H2D8,0.899000
A9UP63,Q0DNL1,0.857300
A9UP63,E3JQ86,0.850400
A9UP63,H3GVD7,0.849000
A9UP63,P32492,0.834900
A9UP63,O74805,0.833300
A9UP63,H3GK12,0.828000
A9UP63,F4IUG9,0.823500
A9UP63,F4I460,0.819800
A9UP63,Q9LKB9,0.809800
A9UP63,O94477,0.791900
A9UP63,Q9USI6,0.789800
A9UP63,F4JM19,0.784400
A9UP63,Q39160,0.780200
A9UP63,Q0WPU1,0.776800
A9UP63,K7U9N8,0.772400
A9UP63,F4HWY6,0.772100
A9UP63,Q9UM54,0.772100
A9UP63,E1BPK6,0.770700
A9UP63,Q67VX5,0.768200
A9UP63,D6R267,0.766700
A9UP63,K7W4X8,0.763900
A9UP63,F4K5J1,0.763900
A9UP63,F4HXP9,0.760400
A9UP63,Q4WTN8,0.755500
A9UP63,F4IRU3,0.741000
A9UP63,Q5AKW2,0.734800
A9UP63,P19524,0.718000
A9UP63,F4PAY6,0.709100
A9UP63,H3H128,0.708800
A9UP63,Q6C7K0,0.708200
A9UP63,V5INB2,0.700300
A9UP63,Q7Z8J7,0.671800
A9UP63,Q5KHP4,0.665800
A9UP63,E3L596,0.644900
A9UP63,F4I5Q6,0.581700
A9UP63,F1MX93,0.580500
A9UP63,E9Q1F5,0.579700
A9UP63,H2Q9G6,0.578700
A9UP63,G3RCG3,0.576800
A9UP63,Q9NQX4,0.576800
A9UP63,F1M111,0.576800
A9UP63,F6QDZ8,0.576600
A9UP63,F6W1D0,0.575500
A9UP63,E7FCI5,0.572900
A9UP63,P54696,0.569600
A9UP63,F4IVR7,0.568800
A9UP63,G8JY81,0.567600
A9UP63,A9UTC5,0.565700
A9UP63,W5N767,0.561300
A9UP63,W5MG24,0.560500
A9UP63,D6WQH7,0.558600
A9UP63,Q9QYF3,0.558200
A9UP63,Q02440,0.558200
A9UP63,P21271,0.557800
A9UP63,F7ARX1,0.555400
A9UP63,H2LLF2,0.553200
A9UP63,W5N564,0.553100
A9UP63,H2QEI7,0.551300
A9UP63,W5N7A7,0.551000
A9UP63,Q9ULV0,0.550600
A9UP63,F7DUZ7,0.550100
A9UP63,G3QZT8,0.549400
A9UP63,Q9Y4I1,0.545800
A9UP63,P70569,0.545700
A9UP63,Q99104,0.544400
A9UP63,T1FR37,0.542800
A9UP63,H3GCD5,0.538400
A9UP63,Q7Z8J6,0.537500
A9UP63,G3MZH3,0.532000
A9UP63,Q9I8D1,0.531900
A9UP63,P36006,0.527100
A9UP63,Q64331,0.526300
A9UP63,A9V284,0.524500
A9UP63,Q01989,0.521200
A9UP63,H2MJD1,0.518700
A9UP63,W5NJU8,0.516600
A9UP63,T1G9T9,0.515900
A9UP63,P0CP00,0.515100
A9UP63,Q9M2K0,0.510900
A9UP63,T1EDK0,0.508300
A9UP63,Q4WC55,0.501400
A9UP63,H3GWW2,0.497900
A9UP63,B7Q880,0.496900
A9UP63,W5N6N9,0.494900
A9UP63,O62244,0.494500
A9UP63,Q694W8,0.491900
A9UP63,Q7SDM3,0.490200
A9UP63,A9URT4,0.487600
A9UP63,Q6C7C0,0.481900
A9UP63,I3ITL5,0.481900
A9UP63,U4PBY2,0.481500
A9UP63,D6W8W8,0.479300
A9UP63,Q9HD67,0.474100
A9UP63,P79114,0.472600
A9UP63,F7HPL3,0.470900
A9UP63,Q20641,0.466800
A9UP63,Q9TZI9,0.465700
A9UP63,B6IDE0,0.465300
A9UP63,Q04439,0.462800
A9UP63,P13533,0.459500
A9UP63,P02564,0.458800
A9UP63,Q9Y7Z8,0.457800
A9UP63,P12883,0.455900
A9UP63,H2MSB1,0.455300
A9UP63,Q91Z83,0.454400
A9UP63,Q6YJK1,0.454400
A9UP63,G3UW82,0.454400
A9UP63,P02563,0.453000
A9UP63,C6L8J0,0.452300
A9UP63,F1MM07,0.451500
A9UP63,P49824,0.450100
